SI,LONLEO00,4000,000,260124,875973,HOCKS DOLAV 02071399          , 0.000,T1,0.00,1,238.50,HD,00391125
SI,LONLEO00,4000,000,260124,875973,CHICKEN BACK DOLAV-02071399   , 0.000,T1,0.00,12,4794.50,JTMBD,00391125
SI,LONLEO00,4000,000,260124,875973,CARCASS DOLAV- 02071399       , 0.000,T1,0.00,4,1373.00,JTMCD,00391125
SI,LONLEO00,4000,000,260124,875973,CHICKEN NECK DOLAV- 02071340  , 0.000,T1,0.00,10,4485.50,JTMND,00391125
SI,LONLEO00,4000,000,260124,875973,SKIN  DOLAV- 02071399         , 0.000,T1,0.00,13,6087.00,JTMSD,00391125
SI,LONLEO00,4000,000,260124,875973,THIGHBONE DOLAV- 02071360     , 0.000,T1,0.00,18,7515.00,JTMTBD,00391125
SI,LONLEO00,4000,000,260124,875973,MIX CHICKEN PRODUCTS ( LEO FOO, 0.000,T1,0.00,7,3069.00,LEOMIX,00391125
SI,LONLEO00,4000,000,260124,875973,WING TIPS 02071399            , 0.000,T1,0.00,3,1255.00,WTD,00391125
SI,LONCASH0,4006,000,260124,875974,POUSIN (600-800) X14 HBX      , 0.000,T1,0.00,1,10.00,P680BH14,00391128
SI,LONIMP00,4000,000,260124,875975,DRUMSTICKS 10KG BOX RTA       , 0.000,T1,0.00,2,20.68,10DSB,00391127
SI,PRE786LT,4006,000,260124,875976,OVEN READY (11-12) BOX        , 0.000,T1,0.00,7,80.22,C1112B,00390931
SI,PRE786LT,4006,000,260124,875976,OVEN READY (12-13) BX         , 0.000,T1,0.00,5,65.42,C1213B,00390931
SI,PRE786LT,4000,000,260124,875976,OVEN READY (15-17) BX         , 0.000,T1,0.00,4,53.32,C1517B,00390931
SI,PRE786LT,4000,000,260124,875976,CHICKEN PAWS (L) BX           , 0.000,T1,0.00,1,5.01,FELB,00390931
SI,PRE786LT,4000,000,260124,875976,INNER FILLET BX               , 0.000,T1,0.00,5,40.25,FIB,00390931
SI,PRE786LT,4000,000,260124,875976,INNER FILLET HBX              , 0.000,T1,0.00,5,100.23,FIBH,00390931
SI,PRE786LT,4000,000,260124,875976,FULL LEG MEAT BX              , 0.000,T1,0.00,2,10.11,FLMB,00390931
SI,PRE786LT,4000,000,260124,875976,FULL LEG MEAT (SKIN) BX       , 0.000,T1,0.00,3,40.09,FLMSB,00390931
SI,PRE786LT,4000,000,260124,875976,FILLET (TRIM) BX              , 0.000,T1,0.00,12,240.92,FTB,00390931
SI,PRE786LT,4000,000,260124,875976,FILLET (TRIM) HBX             , 0.000,T1,0.00,9,150.62,FTBH,00390931
SI,PRE786LT,4000,000,260124,875976,CHICKEN LIVER HBX             , 0.000,T1,0.00,3,15.03,LVBH,00390931
SI,PRE786LT,4000,000,260124,875976,B WINGS (NIBLET) BX           , 0.000,T1,0.00,1,5.07,NB,00390931
SI,PRE786LT,4000,000,260124,875976,B WINGS (NIBLET-SK/ON) HBX    , 0.000,T1,0.00,1,20.12,NBHON,00390931
SI,PRE786LT,4000,000,260124,875976,B WINGS (NIBLET-SK/ON) BX     , 0.000,T1,0.00,2,20.03,NBON,00390931
SI,PRE786LT,4006,000,260124,875976,POUSIN (800-1100) X12 BX      , 0.000,T1,0.00,1,13.76,P8011B12,00390931
SI,PRE786LT,4006,000,260124,875976,POUSIN (800-1100) X12 HBX     , 0.000,T1,0.00,15,186.16,P811BH12,00390931
SI,PRE786LT,4000,000,260124,875976,2-JOINT WINGS BX              , 0.000,T1,0.00,3,25.06,W2JB,00390931
SI,PRE786LT,4000,000,260124,875976,3-JOINT WINGS BX              , 0.000,T1,0.00,1,10.13,W3JB,00390931
SI,LONLEO00,4000,000,260124,875977,HOCKS DOLAV 02071399          , 0.000,T1,0.00,2,738.00,HD,00391123
SI,LONLEO00,4000,000,260124,875977,CHICKEN BACK DOLAV-02071399   , 0.000,T1,0.00,11,4355.50,JTMBD,00391123
SI,LONLEO00,4000,000,260124,875977,CHICKEN BACK DOUBLE DOLAV-0207, 0.000,T1,0.00,6,3799.00,JTMBDD,00391123
SI,LONLEO00,4000,000,260124,875977,CARCASS DOLAV- 02071399       , 0.000,T1,0.00,6,1900.00,JTMCD,00391123
SI,LONLEO00,4000,000,260124,875977,CHICKEN NECK DOLAV- 02071340  , 0.000,T1,0.00,6,2574.00,JTMND,00391123
SI,LONLEO00,4000,000,260124,875977,SKIN  DOLAV- 02071399         , 0.000,T1,0.00,6,3114.00,JTMSD,00391123
SI,LONLEO00,4000,000,260124,875977,THIGHBONE DOLAV- 02071360     , 0.000,T1,0.00,14,5415.00,JTMTBD,00391123
SI,LONLEO00,4000,000,260124,875977,WISHBONE  DOLAV- 02071399     , 0.000,T1,0.00,3,1501.00,JTMWD,00391123
SI,LONLEO00,4000,000,260124,875977,MIX CHICKEN PRODUCTS ( LEO FOO, 0.000,T1,0.00,1,505.50,LEOMIX,00391123
SI,LONLEO00,4000,000,260124,875977,WING TIPS 02071399            , 0.000,T1,0.00,5,2066.50,WTD,00391123
SI,LONGAF01,4000,000,260124,875978,CHICKEN PAWS (L) BX           , 0.000,T1,0.00,312,4680.00,FELB,00391034
SI,BLAMADPO,4000,000,260124,875979,DRUMSTICKS 10KG BOX RTA       , 0.000,T1,0.00,25,254.94,10DSB,00390939
SI,BLAMADPO,4000,000,260124,875979,SINGLE LEG BX- 10 KG BOX      , 0.000,T1,0.00,25,255.36,10LSIB,00390939
SI,BLAMADPO,4006,000,260124,875979,OVEN READY (12-13) BX         , 0.000,T1,0.00,40,541.64,C1213B,00390939
SI,BLAMADPO,4000,000,260124,875979,OVEN READY (LRG) BX           , 0.000,T1,0.00,80,1205.30,CLB,00390939
SI,BLAMADPO,4006,000,260124,875979,POUSIN (800-1100) X12 BX      , 0.000,T1,0.00,45,583.40,P8011B12,00390939
